account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repository_maintenance_ratio,churn
4975,2.7898,28.0,0.0,1.0,0.5,0.2105,0.0,0
2586,18.7851,0.4541,0.0376,0.9624,0.2932,0.0677,0.0226,0
1890,14.494,0.7557,0.0,1.0,0.2,0.0,0.0267,0
3840,4.09,167.0,0.093,0.907,11.8605,5.8372,0.1395,0
4023,5.0843,4.5135,0.0357,0.9643,1.0893,0.4107,0.0357,0
1567,17.0155,0.6627,0.0137,0.9863,6.9041,0.0548,0.0274,0
1199,21.9333,2.9464,0.2639,0.7361,1.1667,0.1389,0.2222,0
721,10.1318,2.619,0.55,0.45,0.85,0.05,0.45,0
6229,5.8051,164.0,0.0909,0.9091,1.6768,0.4444,0.0909,0
2183,2.0078,1.0933,0.0833,0.9167,0.9167,0.3333,0.1667,0
5580,1.9637,9.6471,0.0333,0.9667,3.9333,0.4,0.0,0
2432,5.5568,2.2639,0.027,0.973,2.4054,34.8919,0.0,0
3182,3.5584,1.2214,0.2581,0.7419,1.5806,0.1935,0.1935,0
2034,5.028,0.8791,0.0357,0.9643,1.3214,0.25,0.0,0
4845,0.9046,32.0,0.0,1.0,7.5833,16.25,0.1667,1
1369,28.2809,0.186,0.1038,0.8962,0.217,0.0283,0.0566,0
1721,5.9425,0.6867,0.1429,0.8571,0.4286,0.0,0.0714,0
3231,2.487,159.0,0.0455,0.9545,300.9545,36.7273,0.1818,0
1895,25.4422,0.7067,0.053,0.947,0.2121,0.0152,0.053,0
4176,0.1749,52.6667,0.5,0.5,0.0,0.0,0.0,0
6117,11.5839,6.5833,0.0206,0.9794,0.4794,0.268,0.0155,0
1822,9.8229,1.2742,0.0816,0.9184,1.0612,0.1837,0.0816,0
1843,4.5582,0.0893,0.0,1.0,0.3043,0.0,0.0,0
3159,1.1562,158.0,0.0,1.0,5.5,7.1,0.1,1
1833,9.9632,1.0064,0.0,1.0,0.2,0.0,0.12,1
3579,1.939,22.2857,0.2105,0.7895,10.0,0.8947,0.2105,0
445,15.5949,0.6118,0.0526,0.9474,3.0,0.0,0.0,0
4452,7.2197,1.3805,0.0795,0.9205,0.6591,0.3523,0.0682,0
3162,3.0033,51.6667,0.0,1.0,14.3846,5.7692,0.0385,1
1789,5.7166,1.0132,0.0,1.0,1.3929,0.0,0.0,0
5582,1.2432,6.12,0.2632,0.7368,199.4211,16.6316,0.3158,0
3463,4.5353,12.5,0.0698,0.9302,0.4186,0.1163,0.0465,1
1905,8.628,16.6667,0.0222,0.9778,12.6889,2.8889,0.0667,0
4877,13.93,10.0,0.0054,0.9946,0.0753,0.129,0.0,0
4149,9.5076,4.2571,0.1204,0.8796,0.8889,0.2407,0.0833,0
2253,15.0769,1.0347,0.2151,0.7849,0.8925,0.2796,0.0968,0
2977,2.8219,0.8315,0.0,1.0,0.1304,0.0,0.0,0
4069,9.2457,0.6266,0.0291,0.9709,0.1942,0.2913,0.0291,0
4878,0.8985,1.9467,0.3333,0.6667,269.6667,27.3333,0.1667,0
4821,5.9095,0.5594,0.0256,0.9744,0.1795,0.0769,0.0256,0
3337,2.2985,0.4492,0.0952,0.9048,0.2381,0.0,0.0,0
6170,8.4653,3.1522,0.035,0.965,3.1259,0.5944,0.014,0
4773,7.0402,145.0,0.087,0.913,0.9457,5.7065,0.1196,0
6026,5.0308,1.7901,0.012,0.988,0.747,0.0843,0.0,0
6135,0.893,18.0,0.0667,0.9333,8.8,0.9333,0.0667,0
2050,3.0289,0.7619,0.0,1.0,0.3529,0.0,0.1176,0
3484,1.9919,6.7619,0.0526,0.9474,11.5263,2.6842,0.0526,0
1644,20.662,9.4667,0.0,1.0,0.3763,0.0645,0.0108,0
1850,20.1381,0.8875,0.0,1.0,0.0,0.0,0.0,1
3119,10.071,35.5,0.2093,0.7907,0.186,0.2558,0.1163,0
1944,2.4425,1.2261,0.2308,0.7692,0.3077,0.0,0.1538,0
3172,9.6724,46.6667,0.0119,0.9881,2.8929,0.6667,0.0119,0
2204,3.3144,0.5185,0.35,0.65,9.95,2.9,0.35,0
2446,4.9277,1.0072,0.1818,0.8182,10.2727,0.9091,0.2121,0
5959,3.4937,27.8,0.193,0.807,0.5439,0.3684,0.0877,0
4406,2.0725,69.5,0.04,0.96,9.0,2.64,0.08,0
5140,1.9186,6.5714,0.037,0.963,2.8889,0.5926,0.037,0
4570,4.8753,4.5667,0.1639,0.8361,8.4754,0.7541,0.0656,0
2087,23.6266,0.1343,0.0,1.0,0.2296,0.0296,0.0,1
5211,2.8738,3.7027,0.0732,0.9268,4.6341,1.0,0.1463,0
5504,0.3318,12.4545,0.2,0.8,0.8,0.6,0.2,0
6198,10.4896,136.0,0.0112,0.9888,1.2135,0.573,0.0169,0
5660,1.2906,4.5,0.0,1.0,75.6,19.1,0.3,0
3918,7.5511,0.7105,0.0741,0.9259,0.2099,0.0123,0.0864,0
5560,5.2554,3.0,0.125,0.875,8.5375,2.5,0.15,0
5815,4.2084,0.4804,0.1493,0.8507,6.6567,1.7612,0.0896,0
4607,3.7262,4.3548,0.0638,0.9362,31.2766,3.0213,0.2128,0
2300,15.8804,135.0,0.73,0.27,92.51,10.83,0.6,1
5962,0.7352,0.3025,0.1667,0.8333,0.5,0.1667,0.1667,0
3714,1.3768,26.8,0.1429,0.8571,0.5,0.0,0.0714,0
821,7.563,0.6768,0.0,1.0,0.0588,0.0,0.0,1
1747,7.3175,4.2903,0.0286,0.9714,0.7714,0.0286,0.0286,1
1351,30.0094,0.1696,0.2072,0.7928,5.5135,0.2252,0.1441,0
436,0.8377,1.2667,0.0,1.0,2.0,0.0,0.0,0
5544,3.887,7.8235,0.0,1.0,24.1017,2.0508,0.0169,0
5357,4.3636,1.4667,0.0,1.0,0.7344,0.0781,0.0,0
4396,6.2315,4.8889,0.0533,0.9467,1.0133,0.7733,0.0267,0
2221,2.4668,1.913,1.0,0.0,0.1333,0.0,0.1333,0
653,10.0681,1.2243,0.2222,0.7778,0.0556,0.0,0.1111,0
5826,5.8305,1.5663,0.043,0.957,4.4624,0.6344,0.0645,0
1877,8.1729,2.3636,0.0952,0.9048,0.381,0.4524,0.0476,0
1596,5.0348,129.0,0.5909,0.4091,14.0909,32.5909,0.6818,1
4837,2.4919,3.5833,0.1212,0.8788,183.7273,5.303,0.1818,0
2649,3.7228,8.6,0.037,0.963,0.0741,0.1111,0.0741,0
4677,1.64,1.0672,0.0476,0.9524,44.381,3.4286,0.1429,0
6082,1.9818,63.5,0.0,1.0,18.2727,5.2424,0.1818,0
6317,2.3706,25.4,0.0732,0.9268,4.0732,0.7073,0.0732,0
5323,3.7053,4.3448,0.0185,0.9815,1.2963,0.4815,0.0185,0
1170,6.5558,1.05,0.0952,0.9048,1.1905,0.0,0.0476,0
4511,1.4574,1.0504,0.0556,0.9444,106.7222,23.5556,0.1111,0
4872,3.3736,3.6765,0.1333,0.8667,1.7111,0.3556,0.0889,0
3867,5.006,2.2321,0.0377,0.9623,13.6792,0.6038,0.0566,0
2680,9.8127,0.6944,0.0972,0.9028,0.8194,0.2083,0.0139,0
2540,12.0791,0.6596,0.131,0.869,1.0595,0.3452,0.0119,0
5495,7.9763,0.7848,0.0417,0.9583,0.8667,0.125,0.0,0
1372,1.8635,0.1258,0.0,1.0,0.0,0.1429,0.0,1
1176,43.4821,123.0,0.2214,0.7786,0.9714,0.1857,0.0571,0
4711,9.0712,0.1395,0.0,1.0,0.4444,1.4615,0.0,0
3670,3.2843,20.5,0.3939,0.6061,1.3939,0.697,0.2424,0
5502,0.4647,15.375,0.0,1.0,267.5714,77.8571,0.2857,1
6638,2.5311,8.2,0.0652,0.9348,1.5652,8.413,0.0435,0
1069,5.1251,0.4786,0.2667,0.7333,0.1333,0.2667,0.1333,0
2264,1.452,0.8905,0.0,1.0,0.1111,0.2222,0.0,1
5765,8.4264,2.8372,0.0301,0.9699,41.7218,4.3008,0.0301,0
2646,0.138,9.3846,0.0,1.0,0.0,0.0,0.0,1
3471,4.1039,9.3846,0.0769,0.9231,23.359,5.3333,0.1282,0
5400,2.8408,6.05,0.0,1.0,2.5714,0.5952,0.0238,0
6172,4.3792,3.025,0.027,0.973,20.1622,3.3243,0.0946,0
5354,13.7122,0.3428,0.0299,0.9701,0.8159,1.3483,0.0249,0
3420,4.5923,1.4815,0.2558,0.7442,4.4884,0.4186,0.1628,0
1083,8.0942,119.0,0.2083,0.7917,1.125,0.75,0.2083,0
4654,3.6886,119.0,0.0851,0.9149,11.3191,9.4468,0.1277,0
6109,0.2989,7.375,0.2,0.8,0.2,0.0,0.0,0
5794,6.9974,3.8065,0.027,0.973,1.0811,0.4595,0.009,0
5275,31.7819,3.9,0.0283,0.9717,0.0806,0.1002,0.0044,0
4018,14.7264,117.0,0.0432,0.9568,0.4198,1.3395,0.0432,0
5113,13.0013,4.68,0.022,0.978,2.0385,0.533,0.011,0
4876,2.3221,117.0,0.0323,0.9677,37.1613,23.3871,0.0645,0
5820,3.3889,13.0,0.0,1.0,5.0,0.9444,0.0,0
3331,0.5483,58.0,0.0,1.0,0.2,0.0,0.0,1
4887,4.0359,116.0,0.037,0.963,9.4815,0.8704,0.2407,0
1335,3.5567,2.6364,0.0769,0.9231,1.9231,1.0,0.0,0
4071,2.871,0.4603,0.0,1.0,0.125,0.0,0.0312,0
5222,9.5824,0.2007,0.0219,0.9781,0.0073,0.0073,0.0219,0
4500,3.409,0.5859,0.2857,0.7143,0.3333,0.0476,0.0952,0
2339,11.5556,14.5,0.0135,0.9865,0.527,0.5676,0.0135,0
4904,13.7043,5.2273,0.0543,0.9457,0.2283,0.212,0.0326,0
5130,4.1295,0.2396,0.0862,0.9138,0.6897,0.431,0.0517,0
3452,2.0104,0.7325,0.1579,0.8421,0.6842,0.2105,0.1053,0
6671,4.1064,2.1111,0.0667,0.9333,5.56,1.8533,0.0133,0
4864,5.5568,3.5625,0.0405,0.9595,16.2568,2.0135,0.0676,0
4853,3.6879,19.0,0.0,1.0,0.7143,0.3061,0.0,0
5691,5.7762,4.1852,0.0222,0.9778,5.0556,2.9,0.0,0
6176,4.7904,3.5312,0.0,1.0,1.2099,0.2593,0.0,0
2077,3.8688,0.9262,0.0,1.0,0.1818,0.0909,0.0,1
5717,1.725,1.9483,0.0,1.0,43.5926,12.9259,0.037,0
4816,4.1713,0.2393,0.0,1.0,0.2727,0.2,0.0,0
1637,29.8983,4.44,0.0075,0.9925,4.709,0.8582,0.0299,0
4246,0.6882,15.8571,0.125,0.875,708.0,29.5,0.25,0
1393,12.5858,5.8421,0.1875,0.8125,0.0417,0.0208,0.1875,0
3715,17.8938,37.0,0.0549,0.9451,0.044,0.044,0.033,0
1458,0.7515,1.0777,0.0,1.0,0.6667,0.6667,0.0,0
5292,0.6902,11.1,0.1,0.9,6.3,1.7,0.2,0
2722,5.7699,1.7344,0.0465,0.9535,0.3488,0.0,0.0233,0
1546,0.4725,0.8284,0.5,0.5,6.0,0.0,1.0,0
1508,22.0409,1.4103,0.022,0.978,0.0879,0.033,0.022,0
3724,1.3731,0.5046,0.9286,0.0714,0.7857,0.0,0.8571,0
1828,6.9933,4.36,0.4571,0.5429,1.2571,0.0857,0.4286,0
3432,4.0441,10.9,0.4211,0.5789,0.2895,0.1053,0.3158,0
2957,4.3232,2.0769,0.1143,0.8857,1.8857,0.2286,0.1714,0
2490,15.4021,0.5654,0.2571,0.7429,0.0952,0.019,0.2571,0
3589,2.7478,0.7941,0.1111,0.8889,0.0741,0.0,0.1852,0
5704,4.8666,2.0377,0.0,1.0,0.9211,0.5263,0.0,0
4886,136.8006,0.1115,0.0022,0.9978,0.9443,0.0022,0.0038,1
2811,5.7172,1.8947,0.0,1.0,0.8636,0.0,0.0,1
4404,10.7817,54.0,0.0077,0.9923,0.4538,0.3231,0.0077,1
4094,8.0294,3.4839,0.0222,0.9778,5.3,1.2,0.0444,0
3322,3.5184,0.6772,0.0,1.0,0.0,0.0,0.0,1
3804,6.0491,1.597,0.0635,0.9365,1.2381,0.3968,0.0476,0
5078,3.956,107.0,0.0364,0.9636,1.4545,0.5273,0.0364,0
1983,2.7629,107.0,0.0,1.0,2.6,1.2,0.0,1
4660,0.9406,17.6667,0.0,1.0,54.1667,20.3333,0.25,0
4424,9.9073,0.1949,0.225,0.775,0.0583,0.0167,0.1833,0
3089,9.6959,1.1667,0.061,0.939,0.0122,0.0854,0.0,1
4461,7.942,2.6923,0.0928,0.9072,0.134,0.0825,0.1134,0
2735,3.3387,1.1053,0.16,0.84,1.96,0.2,0.16,0
4499,6.4136,2.625,0.0127,0.9873,4.2532,1.2785,0.0253,1
2319,59.0637,0.5622,0.0053,0.9947,0.0667,0.0187,0.0053,0
2902,9.6913,5.4737,0.039,0.961,3.2597,0.4286,0.0519,0
2979,3.3104,1.0196,0.1481,0.8519,0.1111,0.0,0.1481,0
4112,2.3095,1.253,0.0769,0.9231,6.6154,3.8077,0.0769,0
266,4.1194,1.0196,0.6667,0.3333,29.6667,2.0,0.6667,0
5759,2.9809,20.8,0.0,1.0,14.0,2.6383,0.0638,0
850,6.0159,103.0,0.4286,0.5714,1.5714,0.7857,0.2857,1
2810,7.9289,3.3226,0.0656,0.9344,0.459,0.1967,0.0328,0
1862,10.2003,0.945,0.0577,0.9423,0.8846,0.0577,0.0192,0
4333,6.0692,103.0,0.0139,0.9861,0.6667,1.125,0.0,0
4976,3.0095,25.75,0.0732,0.9268,1.4634,2.1463,0.0976,0
6027,2.7877,1.1705,0.1087,0.8913,0.2391,0.0435,0.0435,0
5423,2.6941,4.2917,0.025,0.975,1.375,2.25,0.05,0
1665,1.9743,3.9615,0.0,1.0,0.1111,0.0,0.0,1
5093,0.0717,10.2,1.0,0.0,9094.0,335.0,1.0,0
2099,5.2203,102.0,0.3333,0.6667,3.7,4.9333,0.2667,0
4134,1.5903,20.4,0.0556,0.9444,1.2778,0.6667,0.1111,0
449,2.4404,1.9245,0.0,1.0,0.0,0.0,0.0,0
3783,1.6414,0.7727,0.0588,0.9412,0.6471,0.2941,0.0,0
4959,15.0991,6.3125,0.0732,0.9268,0.5024,0.6878,0.0683,0
4449,2.545,33.6667,0.0,1.0,1.8065,0.3226,0.0,0
2891,3.5375,2.8857,0.0,1.0,3.8214,0.0714,0.0714,0
5268,4.6454,0.8938,0.0448,0.9552,0.1493,0.0597,0.0299,0
4413,15.4774,0.558,0.016,0.984,0.8663,0.1123,0.0107,0
5884,2.483,25.25,0.0,1.0,1.85,0.925,0.025,0
2786,1.7043,7.2143,0.2308,0.7692,7.2308,1.4615,0.2308,1
793,1.8424,1.1744,0.0,1.0,0.25,0.0,0.0,1
5395,5.6192,2.2222,0.0,1.0,0.6988,0.1084,0.0,0
1539,6.6452,0.7634,0.25,0.75,0.0357,0.0714,0.25,0
3144,4.9955,0.1221,0.0,1.0,0.0,0.0465,0.0465,0
4819,22.6623,0.5593,0.1839,0.8161,0.2475,0.1405,0.1204,0
4724,16.546,0.3194,0.0187,0.9813,0.0421,0.0047,0.0047,0
664,37.4051,0.9074,0.4118,0.5882,0.2941,0.0147,0.2794,0
2073,6.6954,0.1738,0.0,1.0,0.0263,0.0,0.0,1
2103,8.5103,1.5556,0.0204,0.9796,1.8571,0.2653,0.0,0
1890,2.1258,0.6667,0.6364,0.3636,0.2727,0.0909,0.5455,0
1721,8.4893,97.0,0.2,0.8,0.075,0.925,0.05,1
4580,3.6684,4.2174,0.087,0.913,9.9565,0.6304,0.5,0
1239,6.7803,0.651,0.087,0.913,0.087,0.0435,0.0,0
3705,1.5773,12.125,0.0,1.0,5.375,0.75,0.125,0
4813,2.049,13.8571,0.037,0.963,3.4444,1.4815,0.0741,0
3602,1.8252,5.6471,0.0556,0.9444,1.9444,1.1111,0.0556,0
4982,5.4252,3.5556,0.0676,0.9324,0.4189,0.1216,0.0135,0
5747,5.6564,0.0995,0.0337,0.9663,0.1798,0.0449,0.0112,0
5969,8.6891,1.2973,0.0986,0.9014,0.6056,0.1972,0.0775,0
2224,12.9743,2.1333,0.1013,0.8987,1.8608,0.4684,0.0886,0
4962,8.097,0.4528,0.0,1.0,0.2273,0.0636,0.0091,0
3626,11.1811,0.5486,0.0631,0.9369,0.1712,0.036,0.036,0
2538,52.0963,95.0,0.0,1.0,0.7265,0.0249,0.0055,1
862,2.5423,0.8261,0.0,1.0,2.0,0.1667,0.0,1
2887,12.1455,1.4394,0.0833,0.9167,2.4688,0.3333,0.0417,0
5957,7.6643,2.7143,0.016,0.984,1.136,0.272,0.016,0
1615,7.6895,1.338,0.0,1.0,0.0294,0.0,0.0,0
4311,18.9784,0.6169,0.0491,0.9509,1.2679,0.058,0.0848,0
4068,3.3221,1.5079,0.0,1.0,6.3784,1.0811,0.0541,0
1735,11.1575,0.5697,0.0943,0.9057,0.1509,0.0189,0.0566,0
1420,5.1444,0.4974,0.15,0.85,0.0,0.0,0.1,0
5011,3.7174,0.8785,0.0,1.0,1.6078,0.5294,0.0196,0
5416,4.8556,0.6309,0.0,1.0,0.7222,0.0694,0.0,1
1865,16.0592,2.0,0.0,1.0,0.5244,0.061,0.0,1
1978,3.8778,1.0333,0.0476,0.9524,0.7619,0.0,0.0476,0
5067,2.3067,1.7222,0.0938,0.9062,7.2188,1.875,0.125,0
1875,0.5844,93.0,0.0,1.0,13.0,1.6667,0.3333,1
3415,6.5242,1.2105,0.0,1.0,1.6393,0.1475,0.0164,0
4724,8.1184,1.3143,0.0381,0.9619,0.1238,0.0762,0.0476,0
5520,2.7129,0.902,0.0244,0.9756,0.1951,0.1707,0.0244,0
5355,0.9549,23.0,0.0714,0.9286,61.0,20.5714,0.1429,0
4071,40.374,1.011,0.0578,0.9422,0.0511,0.7489,0.0289,0
4875,7.2675,13.1429,0.0515,0.9485,0.2784,0.1031,0.0206,0
2121,11.1934,1.3143,0.0462,0.9538,1.1231,0.0615,0.0462,0
1847,0.1978,18.4,1.0,0.0,0.0,0.0,0.0,0
2014,6.1661,0.7077,0.2353,0.7647,1.7059,0.3235,0.0882,0
6032,3.1487,0.9381,0.0,1.0,0.3269,0.0962,0.0,0
2111,5.7097,1.1375,0.2727,0.7273,0.2121,0.1818,0.1515,1
2685,2.8567,1.5424,0.0,1.0,0.6667,0.1429,0.0,1
3032,6.8665,1.1375,0.1404,0.8596,1.8947,0.1579,0.0,0
1374,6.1141,4.3333,0.0435,0.9565,5.3913,0.1304,0.3478,0
1528,8.1273,0.302,0.0,1.0,0.1176,0.0,0.0,0
3167,13.8396,0.7563,0.1167,0.8833,0.0917,0.1333,0.075,0
3225,5.4363,30.0,0.0208,0.9792,0.4375,0.3542,0.0208,0
2663,7.5437,0.2695,0.1273,0.8727,0.2727,0.0182,0.0545,0
1552,0.0,0.6923,0.0,0.0,0.0,0.0,0.0,0
5228,0.5589,90.0,0.0,1.0,3.0,0.375,0.0,0
1557,19.9398,0.7563,0.0,1.0,0.0118,0.0,0.0,0
1812,5.0393,3.2143,0.28,0.72,1.96,0.28,0.2,0
3436,2.0197,90.0,0.1579,0.8421,47.2105,23.4737,0.1053,0
3801,4.2281,10.0,0.0227,0.9773,1.6136,0.75,0.0227,0
3321,2.9695,44.5,0.0,1.0,4.2593,0.6667,0.0,0
5176,8.9619,1.8163,0.0945,0.9055,0.0709,0.1024,0.0709,0
6641,3.3,0.6642,0.1667,0.8333,0.2667,0.2167,0.1667,0
5096,1.3618,2.119,0.2105,0.7895,0.8421,0.4211,0.1053,0
4179,0.1748,89.0,0.0,1.0,0.0,0.0,0.0,1
3121,8.7772,1.2535,0.0267,0.9733,0.44,0.2,0.0533,0
1685,15.8239,0.6096,0.0137,0.9863,0.0274,0.0411,0.0,0
2200,11.6216,17.8,0.0,1.0,0.3,0.0714,0.0,1
2366,3.3962,3.4231,0.0455,0.9545,22.1818,2.0909,0.1364,0
2447,5.672,5.5625,0.0,1.0,1.1842,6.2105,0.0,0
3893,10.5081,1.459,0.0179,0.9821,0.4821,0.0179,0.0179,0
2779,4.0744,2.0698,0.0,1.0,0.0,0.4516,0.0,0
5145,1.2069,2.0952,0.0,1.0,14.7647,2.7647,0.0588,0
2892,6.5674,0.5752,0.0192,0.9808,0.0,0.0,0.0,0
1963,0.9303,88.0,0.0,1.0,4.8,1.6,0.0,0
4766,3.372,88.0,0.0682,0.9318,0.0909,0.2727,0.0455,0
1627,0.6735,0.6929,0.0,1.0,0.0,0.0,0.0,1
2751,3.3192,0.8224,0.0,1.0,0.12,2.52,0.0,0
2652,10.1917,0.4656,0.1622,0.8378,0.3108,0.0811,0.0541,0
5459,4.2152,44.0,0.0159,0.9841,0.127,0.6349,0.0159,0
4299,0.6797,28316.75,0.0,1.0,3684.0,833.25,1.0,0
5036,5.4396,367.2022,0.04,0.96,126.0133,23.5867,0.28,0
6670,9.0902,3608.4,0.241,0.759,41.4337,5.3012,1.0,0
4508,13.0446,346.0833,0.1366,0.8634,35.0497,24.7329,1.0,0
3951,26.809,4639.6667,0.0069,0.9931,13.669,8.2483,0.0966,0
2209,1.1574,4417.3333,0.0,1.0,172.5714,18.0,1.0,1
4365,27.6971,110.8586,0.0211,0.9789,58.1964,14.3051,0.136,0
2117,27.7776,413.0417,0.0062,0.9938,170.9255,17.5776,0.118,0
4299,0.4248,9568.0,0.0,1.0,1034.6,63.8,1.0,1
1158,16.4016,0.5871,0.1538,0.8462,5.5962,0.5769,0.0962,0
5636,8.7489,4543.5,0.1704,0.8296,41.9704,16.2296,0.3481,0
2291,13.0731,187.4565,0.0122,0.9878,41.6463,11.0732,0.4146,0
1693,0.863,0.771,0.0,1.0,49.75,3.5,0.5,1
2242,26.5548,403.9,0.0,1.0,56.0123,29.7853,0.1166,0
3595,29.8702,363.4091,0.0238,0.9762,4.7619,0.1224,0.0476,0
4868,2.7761,29.9538,0.0811,0.9189,545.7297,56.2973,0.7838,0
4424,32.1988,1159.8333,0.1231,0.8769,8.2744,4.2282,0.1487,0
6436,13.904,16.1225,0.1143,0.8857,726.3184,56.2776,0.0939,0
1814,2.8189,6422.0,0.3571,0.6429,1615.7143,135.5714,0.5714,1
5540,4.8129,60.2642,0.0822,0.9178,18.9041,42.4795,0.1918,0
2386,6.1232,0.1133,0.025,0.975,4.95,0.5,0.125,0
3013,8.607,343.1765,0.1831,0.8169,35.3521,93.1549,0.5634,0
4005,23.5292,242.125,0.0504,0.9496,28.2984,1.9031,0.1008,0
3790,0.2891,5735.0,0.3333,0.6667,7022.6667,324.3333,1.0,1
5745,6.8663,8.3963,0.9074,0.0926,4.2963,0.3241,0.8796,0
4480,19.0778,14.1499,0.0769,0.9231,24.7991,2.4658,0.0769,0
6291,13.2955,87.5,0.0786,0.9214,149.9389,9.6463,0.179,0
1453,7.0385,0.3882,0.25,0.75,8.9643,1.6429,0.2857,0
3309,3.5322,4876.0,0.0625,0.9375,242.5312,48.4688,0.5312,1
2830,25.6837,0.2758,0.0452,0.9548,5.2563,1.2714,0.0251,0
5904,5.4441,25.5922,0.5909,0.4091,148.5795,11.4318,0.5227,0
4491,15.9405,62.0685,0.0561,0.9439,21.6276,3.7092,0.0816,0
3692,3.9572,191.7826,0.1,0.9,44.875,16.75,0.375,0
3770,1.2595,70.9839,0.0769,0.9231,17.9231,6.3846,0.0,0
1216,11.4141,171.4,0.0789,0.9211,4.5263,1.1316,0.0,0
5425,28.8834,81.3269,0.014,0.986,4.711,1.7809,0.0373,0
4762,0.9204,1392.6667,0.0833,0.9167,435.9167,102.3333,0.5,0
4711,6.5902,2045.0,0.0118,0.9882,88.5412,24.3882,0.0471,0
6277,1.222,93.8837,0.2857,0.7143,6.4762,3.1905,0.1429,0
1770,2.4763,0.1503,0.1667,0.8333,5.5,0.75,0.0833,0
4332,0.8431,3547.0,1.0,0.0,571.2,58.1,0.9,0
5688,12.907,12.1789,0.005,0.995,11.4279,2.0299,0.0348,0
5573,4.7844,164.0952,0.0,1.0,15.0548,2.5205,0.0548,0
4799,15.2219,3420.0,0.205,0.795,26.03,2.965,0.17,0
5238,3.2076,42.1899,0.0217,0.9783,82.8478,33.087,0.087,0
4115,1.1539,1107.3333,0.6923,0.3077,1406.9231,123.1538,1.0,1
4338,156.6079,49.1343,0.0624,0.9376,3.5161,0.8903,0.0532,0
2666,16.3034,22.5137,0.0,1.0,13.4874,1.9832,0.042,0
3237,1.0155,3268.0,0.8889,0.1111,1375.4444,54.8889,0.7778,1
2570,11.3696,12.2607,0.0125,0.9875,2.4125,8.875,0.0125,0
2687,3.1264,80.0278,0.0435,0.9565,21.7391,2.7391,0.1739,0
1354,42.3517,1.1524,0.1911,0.8089,2.414,0.2166,0.2611,0
1433,5.6075,1.1005,0.3636,0.6364,11.4545,0.5909,1.0,0
3065,32.652,156.5556,0.0182,0.9818,49.7701,10.1241,0.0365,0
4210,5.1187,4.2057,0.0847,0.9153,27.8983,2.2712,0.1356,0
3929,4.1833,21.0079,0.0667,0.9333,69.0667,10.3111,0.1333,0
3561,9.9492,6.4069,0.0619,0.9381,210.5052,13.9175,0.0722,0
2861,19.5328,31.3494,0.0523,0.9477,4.2484,0.4967,0.0784,0
2193,24.8163,2573.0,0.1745,0.8255,32.255,41.2685,0.3356,1
4730,19.9999,183.2143,0.0193,0.9807,3.9421,1.3127,0.0193,0
4925,5.6363,10.9372,0.0,1.0,1.7895,2.1184,0.0,0
5990,9.8782,8.3617,0.0556,0.9444,28.0494,5.5617,0.0926,0
6325,8.5466,2347.0,0.0405,0.9595,259.5743,23.0068,0.0541,0
2909,1.6323,2311.0,0.0,1.0,53.8462,15.5385,0.2308,0
2442,0.7479,0.1478,0.0,1.0,4.6,0.2,0.0,0
4851,5.8729,174.5385,0.1026,0.8974,39.7436,13.8846,0.3846,0
3711,1.2795,88.08,0.0,1.0,6.6923,6.8462,0.0,0
3378,5.9469,16.3359,0.1455,0.8545,44.8545,6.3818,0.1273,0
5812,6.2844,396.4,0.13,0.87,12.43,3.73,0.11,0
818,5.3582,1956.0,0.5,0.5,1333.9167,356.1667,0.4167,1
3316,4.5161,637.3333,0.0976,0.9024,20.9512,11.5122,1.0,0
2952,9.6509,30.2623,0.0,1.0,8.641,1.2179,0.0128,0
3634,54.9785,39.3261,0.0329,0.9671,4.2285,2.3766,0.0384,0
3491,21.3437,1784.0,0.2794,0.7206,41.4608,3.8775,0.299,0
1769,1.8583,1761.0,0.0,1.0,121.6667,13.5556,0.6667,1
1420,12.6037,1737.0,0.2449,0.7551,17.4082,9.6327,0.2041,1
2324,4.2434,845.5,0.0,1.0,228.7778,59.4815,0.2963,0
3019,2.0567,15.3486,0.5882,0.4118,444.2941,15.0,0.9412,0
6276,7.1583,5.7483,0.0,1.0,3.065,0.7724,0.0,0
5690,2.8244,4.824,0.0455,0.9545,1244.3182,167.6591,0.1591,0
6222,2.5829,327.0,0.0,1.0,9.8409,4.9773,0.0,0
5347,3.1422,19.2976,0.0435,0.9565,129.6304,8.0652,0.1739,0
1718,38.0557,1618.0,0.1006,0.8994,27.6592,32.5307,0.3575,1
4272,9.0629,1.5454,0.0189,0.9811,13.1226,1.9151,0.0283,0
3388,25.0112,10.911,0.0345,0.9655,3.6595,0.5,0.0302,0
2782,16.0174,0.686,0.1148,0.8852,3.5,0.1803,0.0656,0
4608,3.0913,13.3277,0.0513,0.9487,42.1795,14.7436,0.1538,0
2979,46.2233,1557.0,0.0,1.0,3.3899,9.1777,0.0451,1
4382,40.1758,70.5,0.0104,0.9896,1.471,2.0166,0.0187,0
2790,41.6306,0.4305,0.0912,0.9088,1.3396,0.0189,0.0849,0
3013,3.5155,7.8351,0.0,1.0,117.9655,12.0345,0.1379,1
4821,6.8944,100.5333,0.0549,0.9451,7.8571,2.5604,0.0659,0
5192,8.6529,64.9565,0.065,0.935,223.1057,31.0244,0.0894,0
