followers_following_ratio,account_age_days,repos_per_year,avg_stars_per_repo,avg_forks_per_repo,active_repo_ratio,churn
10.0,3801,4.2281,1.6136,0.75,0.0227,0
44.5,3321,2.9695,4.2593,0.6667,0.0,0
1.8163,5176,8.9619,0.0709,0.1024,0.0945,0
0.6642,6641,3.3,0.2667,0.2167,0.1667,0
2.119,5096,1.3618,0.8421,0.4211,0.2105,0
89.0,4179,0.1748,0.0,0.0,0.0,1
1.2535,3121,8.7772,0.44,0.2,0.0267,0
0.6096,1685,15.8239,0.0274,0.0411,0.0137,0
17.8,2200,11.6216,0.3,0.0714,0.0,1
3.4231,2366,3.3962,22.1818,2.0909,0.0455,0
5.5625,2447,5.672,1.1842,6.2105,0.0,0
1.459,3893,10.5081,0.4821,0.0179,0.0179,0
2.0698,2779,4.0744,0.0,0.4516,0.0,0
2.0952,5145,1.2069,14.7647,2.7647,0.0,0
0.5752,2892,6.5674,0.0,0.0,0.0192,0
88.0,1963,0.9303,4.8,1.6,0.0,0
88.0,4766,3.372,0.0909,0.2727,0.0682,0
0.6929,1627,0.6735,0.0,0.0,0.0,1
0.8224,2751,3.3192,0.12,2.52,0.0,0
0.4656,2652,10.1917,0.3108,0.0811,0.1622,0
44.0,5459,4.2152,0.127,0.6349,0.0159,0
28316.75,4299,0.6797,3684.0,833.25,0.0,0
367.2022,5036,5.4396,126.0133,23.5867,0.04,0
3608.4,6670,9.0902,41.4337,5.3012,0.241,0
346.0833,4508,13.0446,35.0497,24.7329,0.1366,0
4639.6667,3951,26.809,13.669,8.2483,0.0069,0
4417.3333,2209,1.1574,172.5714,18.0,0.0,1
110.8586,4365,27.6971,58.1964,14.3051,0.0211,0
413.0417,2117,27.7776,170.9255,17.5776,0.0062,0
9568.0,4299,0.4248,1034.6,63.8,0.0,1
0.5871,1158,16.4016,5.5962,0.5769,0.1538,0
4543.5,5636,8.7489,41.9704,16.2296,0.1704,0
187.4565,2291,13.0731,41.6463,11.0732,0.0122,0
0.771,1693,0.863,49.75,3.5,0.0,1
403.9,2242,26.5548,56.0123,29.7853,0.0,0
363.4091,3595,29.8702,4.7619,0.1224,0.0238,0
29.9538,4868,2.7761,545.7297,56.2973,0.0811,0
1159.8333,4424,32.1988,8.2744,4.2282,0.1231,0
16.1225,6436,13.904,726.3184,56.2776,0.1143,0
6422.0,1814,2.8189,1615.7143,135.5714,0.3571,1
60.2642,5540,4.8129,18.9041,42.4795,0.0822,0
0.1133,2386,6.1232,4.95,0.5,0.025,0
343.1765,3013,8.607,35.3521,93.1549,0.1831,0
242.125,4005,23.5292,28.2984,1.9031,0.0504,0
5735.0,3790,0.2891,7022.6667,324.3333,0.3333,1
8.3963,5745,6.8663,4.2963,0.3241,0.9074,0
14.1499,4480,19.0778,24.7991,2.4658,0.0769,0
87.5,6291,13.2955,149.9389,9.6463,0.0786,0
0.3882,1453,7.0385,8.9643,1.6429,0.25,0
4876.0,3309,3.5322,242.5312,48.4688,0.0625,1
0.2758,2830,25.6837,5.2563,1.2714,0.0452,0
25.5922,5904,5.4441,148.5795,11.4318,0.5909,0
62.0685,4491,15.9405,21.6276,3.7092,0.0561,0
191.7826,3692,3.9572,44.875,16.75,0.1,0
70.9839,3770,1.2595,17.9231,6.3846,0.0769,0
171.4,1216,11.4141,4.5263,1.1316,0.0789,0
81.3269,5425,28.8834,4.711,1.7809,0.014,0
1392.6667,4762,0.9204,435.9167,102.3333,0.0833,0
2045.0,4711,6.5902,88.5412,24.3882,0.0118,0
93.8837,6277,1.222,6.4762,3.1905,0.2857,0
0.1503,1770,2.4763,5.5,0.75,0.1667,0
3547.0,4332,0.8431,571.2,58.1,1.0,0
12.1789,5688,12.907,11.4279,2.0299,0.005,0
164.0952,5573,4.7844,15.0548,2.5205,0.0,0
3420.0,4799,15.2219,26.03,2.965,0.205,0
42.1899,5238,3.2076,82.8478,33.087,0.0217,0
1107.3333,4115,1.1539,1406.9231,123.1538,0.6923,1
49.1343,4338,156.6079,3.5161,0.8903,0.0624,0
22.5137,2666,16.3034,13.4874,1.9832,0.0,0
3268.0,3237,1.0155,1375.4444,54.8889,0.8889,1
12.2607,2570,11.3696,2.4125,8.875,0.0125,0
80.0278,2687,3.1264,21.7391,2.7391,0.0435,0
1.1524,1354,42.3517,2.414,0.2166,0.1911,0
1.1005,1433,5.6075,11.4545,0.5909,0.3636,0
156.5556,3065,32.652,49.7701,10.1241,0.0182,0
4.2057,4210,5.1187,27.8983,2.2712,0.0847,0
21.0079,3929,4.1833,69.0667,10.3111,0.0667,0
6.4069,3561,9.9492,210.5052,13.9175,0.0619,0
31.3494,2861,19.5328,4.2484,0.4967,0.0523,0
2573.0,2193,24.8163,32.255,41.2685,0.1745,1
183.2143,4730,19.9999,3.9421,1.3127,0.0193,0
10.9372,4925,5.6363,1.7895,2.1184,0.0,0
8.3617,5990,9.8782,28.0494,5.5617,0.0556,0
2347.0,6325,8.5466,259.5743,23.0068,0.0405,0
2311.0,2909,1.6323,53.8462,15.5385,0.0,0
0.1478,2442,0.7479,4.6,0.2,0.0,0
174.5385,4851,5.8729,39.7436,13.8846,0.1026,0
88.08,3711,1.2795,6.6923,6.8462,0.0,0
16.3359,3378,5.9469,44.8545,6.3818,0.1455,0
396.4,5812,6.2844,12.43,3.73,0.13,0
1956.0,818,5.3582,1333.9167,356.1667,0.5,1
637.3333,3316,4.5161,20.9512,11.5122,0.0976,0
30.2623,2952,9.6509,8.641,1.2179,0.0,0
39.3261,3634,54.9785,4.2285,2.3766,0.0329,0
1784.0,3491,21.3437,41.4608,3.8775,0.2794,0
1761.0,1769,1.8583,121.6667,13.5556,0.0,1
1737.0,1420,12.6037,17.4082,9.6327,0.2449,1
845.5,2324,4.2434,228.7778,59.4815,0.0,0
15.3486,3019,2.0567,444.2941,15.0,0.5882,0
5.7483,6276,7.1583,3.065,0.7724,0.0,0
4.824,5690,2.8244,1244.3182,167.6591,0.0455,0
327.0,6222,2.5829,9.8409,4.9773,0.0,0
19.2976,5347,3.1422,129.6304,8.0652,0.0435,0
1618.0,1718,38.0557,27.6592,32.5307,0.1006,1
1.5454,4272,9.0629,13.1226,1.9151,0.0189,0
10.911,3388,25.0112,3.6595,0.5,0.0345,0
0.686,2782,16.0174,3.5,0.1803,0.1148,0
13.3277,4608,3.0913,42.1795,14.7436,0.0513,0
1557.0,2979,46.2233,3.3899,9.1777,0.0,1
70.5,4382,40.1758,1.471,2.0166,0.0104,0
0.4305,2790,41.6306,1.3396,0.0189,0.0912,0
7.8351,3013,3.5155,117.9655,12.0345,0.0,1
100.5333,4821,6.8944,7.8571,2.5604,0.0549,0
64.9565,5192,8.6529,223.1057,31.0244,0.065,0
5.4906,4345,4.035,3.4167,1.9375,0.0625,0
18.3125,4691,3.3481,53.6977,14.0,0.0233,0
36.525,5478,9.868,3.1284,5.5068,0.0405,0
27.4808,2911,4.6425,5.1622,2.027,0.0,0
0.1722,2598,26.5713,0.5873,0.1005,0.037,0
36.4872,5297,8.2055,10.2689,4.1933,0.0924,0
0.1549,286,35.7587,1.8571,0.1786,0.4286,0
699.5,2461,4.6009,13.7097,27.6452,0.0323,0
25.2727,3785,7.2375,5.9467,1.8933,0.0533,0
13.1442,4822,4.6205,10.8525,3.459,0.0164,0
1354.0,2676,5.3232,176.4872,21.641,0.641,1
1349.0,5904,6.4958,63.419,7.0952,0.0381,0
0.4065,1589,1.1493,4.6,0.2,0.0,0
4.3967,4497,12.8329,23.3101,2.8418,0.0,1
15.9643,742,0.9845,25.0,5.0,0.0,0
17.8533,2589,8.0414,11.1228,4.8596,0.0175,0
1338.0,3317,4.7349,22.5581,4.8372,0.0233,0
21.4194,2610,1.5394,11.6364,1.2727,0.1818,0
0.4335,1770,9.4924,2.8913,0.2174,0.0435,0
217.6667,4452,6.4813,10.4304,3.6962,0.0759,0
5.3724,4484,7.494,7.2283,1.163,0.0761,0
1258.0,3991,11.7144,6.2109,1.5469,0.0391,0
1251.0,4294,7.8256,3.7935,1.0435,0.2717,0
8.6181,4671,3.4406,316.6818,48.0227,0.0682,0
0.229,5450,45.3714,0.7267,0.2038,0.0015,0
12.19,5718,7.0904,76.8198,15.9279,0.0541,0
0.3419,1906,3.0661,5.9375,0.3125,0.5,0
8.4126,2853,9.8578,5.5065,0.6753,0.013,0
598.0,5622,2.3388,868.8889,101.7778,0.5,0
1194.0,1524,11.5039,23.2708,15.3542,0.125,1
169.8571,3815,4.787,1.82,0.48,0.0,0
0.6712,1942,37.2397,8.4343,1.101,0.0505,0
9.6311,4746,5.4641,55.1127,10.7465,0.0563,0
61.7895,5812,3.0794,1.5306,1.0,0.0,0
2.6166,3365,6.2955,2.8103,0.1207,0.1552,0
27.4524,6052,4.6471,91.3117,11.7013,0.013,1
0.3344,4702,2.3304,10.5,1.6333,0.4333,0
1137.0,1931,12.2948,13.2,12.4769,0.0462,1
1134.0,1102,12.2634,299.8378,220.6486,0.6486,0
558.0,3663,3.9885,7.75,64.95,0.3,0
14.3896,3374,5.954,4.5818,1.1091,0.0,0
16.8923,4289,2.3845,13.2857,9.4286,0.0714,0
5.8967,5238,1.6735,34.0,8.9583,0.5833,0
1.5211,5768,21.7833,2.5669,2.1686,0.1395,0
0.9107,3699,23.6983,2.4542,0.9458,0.025,0
347.0,6048,2.4761,8.1951,4.6829,0.3171,1
0.1504,4444,7.4792,3.7033,0.6484,0.0,0
49.2381,4954,2.8017,25.6842,1.6579,0.0526,0
145.5714,6564,5.3975,77.0103,7.9794,0.0309,0
145.2857,3647,10.0151,0.43,0.07,0.02,0
6.0838,3021,9.9141,15.6829,1.5244,0.0122,1
32.7097,5652,7.367,1.1579,0.307,0.0,0
1.4889,2047,7.3157,1.5854,0.1707,0.0488,0
142.4286,1702,7.511,5.6286,1.3429,0.2571,0
198.2,5967,6.9169,3.0885,0.2566,0.4071,0
43.0435,2482,3.0904,1.381,0.0476,0.0,1
28.2,1783,5.1213,149.4,21.64,0.12,0
0.3618,1963,12.2804,2.9394,0.1061,0.0152,0
48.9,5879,4.2868,3.0145,0.9275,0.0,0
0.5891,2457,7.5815,6.8235,0.9216,0.0196,0
18.5769,5801,4.7852,3.2632,0.8947,0.0,0
79.75,4640,15.2712,0.5722,1.7474,0.1804,0
59.125,4450,6.4021,30.6795,7.8718,0.0513,0
1.888,5411,3.5101,14.4423,5.75,0.0577,0
0.5615,1770,12.5877,2.9016,0.082,0.1148,0
939.0,1833,2671.725,0.0318,0.2041,0.0001,1
0.2391,1441,4.309,1.5882,0.1176,0.0,1
923.0,2216,4.2854,3.7692,1.8462,0.0385,0
1.4299,6109,15.4853,15.5985,2.7799,0.0695,0
9.766,3308,3.3124,10.4333,0.7667,0.0,1
114.625,4881,14.1431,2.7249,1.9788,0.0265,0
0.4428,2608,11.204,0.375,0.0375,0.0375,0
2.1947,5405,2.9734,216.7727,48.8409,0.1136,0
2.2746,4333,4.9734,7.5763,0.678,0.0339,0
64.2857,2097,9.2314,4.7736,0.2075,0.0189,1
1.4368,2390,11.309,4.8108,0.1622,0.1757,0
15.7368,3050,4.1914,6.8,0.6857,0.0,0
63.7143,4566,8.1593,1.9216,1.0294,0.049,0
42.1905,4275,5.3826,2.3016,1.6984,0.0,1
0.4136,4328,3.4601,4.9756,0.7073,0.0,0
5.25,2359,19.8186,5.8672,1.1953,0.0156,0
0.9887,5862,7.6016,5.5,1.6803,0.0984,0
5.6993,6100,3.5327,3.1186,1.678,0.0339,0
13.6825,3965,2.3951,8.9615,3.2692,0.2308,0
858.0,3791,2.6977,195.7857,17.2143,0.0,1
93.7778,3944,0.463,3.4,1.0,0.0,0
139.3333,3975,2.2053,4.2917,1.5833,0.0417,0
17.7872,6185,11.8108,1.01,0.565,0.025,0
208.5,2779,2.6286,75.2,125.55,0.1,0
206.75,5031,8.712,3.6,0.6583,0.0,0
0.3957,4937,84.7096,0.5293,0.0314,0.0271,0
4.6364,6309,13.026,7.2889,1.2711,0.0044,0
7.6571,1074,14.6236,8.7674,0.5116,0.2093,0
66.9167,5045,2.8959,115.2,11.55,0.0,0
0.1042,4888,0.5978,2.0,0.125,0.0,0
22.9412,4027,2.3582,113.0769,5.5385,0.0,0
15.2941,5375,22.4247,0.3848,0.1,0.0182,0
0.9911,4748,18.4625,1.2667,0.3833,0.025,0
59.8462,3918,1.0255,2478.6364,216.0,0.2727,0
22.8529,6075,0.4209,1.2857,1.2857,0.5714,0
1.3414,2520,9.856,4.1324,0.3971,0.0147,0
773.0,5994,9.3841,17.9675,3.0195,0.1039,0
3.4356,6669,3.5052,20.3438,1.2188,0.5312,0
70.1818,3192,15.9053,2.6475,1.4245,0.0432,0
769.0,4641,2.9119,9.1351,4.6757,0.0,1
152.8,1595,15.5718,0.5441,0.0441,0.0441,0
29.2692,3805,6.7194,2.2571,1.1714,0.0429,0
14.3396,4244,6.0244,5.2571,0.6,0.1857,0
0.6894,3295,9.2005,4.0602,0.5904,0.0241,0
754.0,1928,237.1852,0.9601,1.4018,0.0391,0
376.0,4587,2.3888,27.9,12.9333,0.0333,1
3.472,5891,7.5022,1.5124,0.9421,0.0331,0
2.964,3584,18.1402,3.9607,0.5112,0.073,0
147.8,5233,1.1168,18.0,7.3125,0.0625,0
10.6232,3625,6.1463,0.7541,0.2295,0.0164,0
48.7333,3525,7.3568,5.8028,2.8592,0.0563,0
0.4818,2704,7.024,1.4808,0.8269,0.1154,0
25.8929,4493,12.9256,3.2013,1.5975,0.0,0
15.3191,2655,17.4715,5.9764,1.189,0.0551,0
715.0,1135,3.2181,512.8,45.8,0.4,0
24.5172,4010,7.3779,4.6049,2.4198,0.1358,0
236.6667,4837,5.6634,14.08,3.6667,0.0,0
10.1429,4539,5.9547,3.5135,1.0811,0.0,0
0.6639,4125,5.7555,1.2,0.0308,0.0615,0
11.3871,4429,2.9688,4.9444,2.0556,0.0556,0
1.0368,3127,12.3814,0.8396,0.1132,0.0,1
8.381,3024,6.2808,7.3462,0.6154,0.0769,0
1.1861,6587,5.2678,19.2842,0.8947,0.0,1
10.6061,4832,17.8392,2.0381,0.7288,0.1059,0
0.8016,2616,3.0717,0.9545,0.0,0.0909,0
99.7143,3386,0.5394,26.8,13.8,0.0,0
0.4387,2414,6.96,1.2174,0.1304,0.0652,0
1.1834,4369,23.1573,4.2708,1.2744,0.0036,0
43.375,4624,5.0554,1.0625,0.3125,0.0312,0
4.1257,5410,0.2025,3.0,1.0,0.0,0
683.0,4038,44.8648,3.998,6.6734,0.2036,0
56.8333,2395,17.0806,4.3482,3.6161,0.1964,0
0.4403,1142,21.4289,0.194,0.0299,0.0,0
3.5957,1138,8.6659,4.2593,10.0,0.037,0
0.5892,2191,12.1694,1.2192,0.0274,0.0822,0
6.72,5239,10.2485,1.3741,0.6122,0.0544,0
4.5578,5487,8.4539,6.3937,0.5827,0.1181,0
13.34,4066,18.5949,2.3043,1.5314,0.0193,0
0.9737,1874,11.6942,1.1167,0.0333,0.4333,0
666.0,3271,1.5633,627.2143,174.4286,0.2143,1
1.1705,1374,30.0388,3.8496,0.1504,0.3097,0
1.0375,2659,3.5715,2.4615,0.1154,0.0,1
1.0392,2833,6.9621,1.3704,0.1667,0.0,0
0.952,1289,12.7512,0.2,0.0,0.0444,0
0.9437,641,135.0456,0.4641,0.0,0.1688,0
163.25,2587,5.6475,3.7,0.55,0.0,0
10.0308,2480,93.3744,0.9274,1.9164,0.1577,0
28.3478,6251,2.4541,7.2857,1.5952,0.119,0
18.0556,4998,6.8694,89.9681,11.3511,0.0106,0
0.2109,5198,0.4216,1.1667,0.6667,0.5,0
19.0882,6678,2.0784,21.0789,2.3421,0.0526,0
161.75,5164,1.6268,35.1304,3.3913,0.2174,0
2.4286,5204,4.2814,6.623,0.9016,0.1148,0
644.0,2104,4.3399,26.52,6.68,0.4,1
1.0489,1564,6.7725,2.3103,0.0345,0.2759,0
27.9565,2806,3.7749,2.4828,0.3103,0.0,0
642.0,1967,5.942,198.2188,61.8125,0.5312,0
0.6561,1942,21.0649,0.4196,0.0089,0.0357,0
0.8721,2851,17.1671,7.0075,0.709,0.0224,0
2.0744,4904,35.0801,0.3609,1.6815,0.0913,0
2.3933,5503,7.9647,0.775,0.0917,0.025,0
4.8385,4538,3.8634,37.5833,1.4792,0.0,0
23.2963,4274,5.9821,0.6286,0.2,0.1143,0
5.531,4279,2.7315,4.0625,189.0312,0.0312,0
89.1429,2641,9.9576,4.4306,2.8194,0.3472,0
207.6667,3955,2.7705,8.4333,3.0333,0.0,0
4.3194,2109,70.4868,1.4644,0.0786,0.0319,0
1.0401,2005,4.9186,2.6296,0.1111,0.5926,0
2.6538,2718,1.747,6.6923,0.7692,0.0,0
621.0,2553,6.2949,19.0227,6.0455,0.0,1
4.106,4899,15.0603,2.698,0.3861,0.0099,0
617.0,3636,13.059,10.3846,5.0385,0.1462,1
6.1089,4156,0.7031,331.75,50.5,1.0,0
0.2584,5740,4.0725,38.75,5.6719,0.1719,0
0.6574,5479,0.3333,3.2,0.2,0.0,0
3.1865,2772,10.0141,2.1316,0.1053,0.0,0
4.0395,5986,5.1865,4.2471,0.7176,0.0471,0
40.6667,3106,11.4067,17.3918,4.4021,0.1443,0
0.1116,6682,1.8585,2.6176,0.3235,0.5882,0
608.0,1930,36.3358,3.5052,5.0,0.2188,1
1.8824,2841,8.6138,6.1343,2.9104,0.0448,0
151.75,5353,1.6376,25.9167,6.375,0.0,0
18.3333,5186,4.7892,3.7353,0.8971,0.0,0
1.2878,6040,2.6608,9.6591,1.3864,0.1364,0
0.2122,4422,0.4956,1.6667,0.0,0.1667,0
603.0,2747,1.8615,269.9286,47.4286,0.2143,0
5.3186,2681,8.4467,61.7903,2.5484,0.5161,0
0.6152,5669,3.9302,21.0984,5.7049,0.082,0
33.2222,5425,8.8872,10.3561,1.8485,0.0455,0
66.1111,4690,6.4639,1.2169,0.494,0.0241,0
0.4322,1432,15.0487,4.4407,0.0169,0.1186,0
9.2344,2628,5.1424,20.2432,3.4324,0.027,0
12.0,3266,0.7828,1.7143,0.0,0.1429,0
6.0619,6248,13.6209,23.412,4.2876,0.0987,0
587.0,2558,15.5638,8.4037,1.2569,0.0,1
1.0034,1298,1.6884,6.6667,0.0,0.5,0
7.5584,4847,3.4664,2.0,0.1087,0.0217,0
1.2129,3938,13.727,2.0541,0.1892,0.0405,0
36.3125,5844,3.4375,15.4727,1.6909,0.0182,0
193.3333,4842,1.8858,5.96,0.32,0.04,1
193.3333,4249,2.321,2.0,1.1852,0.037,0
7.3974,5765,5.7021,6.3111,0.4667,0.1444,0
574.0,3878,3.4849,133.3514,22.8649,0.1351,0
573.0,1531,2.1471,112.6667,39.3333,0.8889,0
2.8317,2775,6.7127,2.0784,1.1961,0.2745,0
7.8356,6565,2.8931,4.7115,0.5385,0.0577,0
6.1398,4470,4.1673,1.9412,0.7451,0.2353,0
63.3333,4036,8.7783,30.5567,9.1546,0.0,0
1.5746,5287,11.9516,2.5145,0.1618,0.0116,0
4.7417,4352,3.2732,2.3333,0.0513,0.0256,0
1.0289,1180,8.3574,6.2222,0.1481,0.037,0
47.3333,4140,1.4998,334.5882,17.0588,0.1765,0
1.7806,3837,0.6663,94.0,5.0,0.7143,0
3.0486,1828,8.5918,8.7674,0.6744,0.4884,0
562.0,5506,16.8495,10.9843,14.9016,0.122,1
51.0,3275,7.5838,2.6618,1.6912,0.1618,0
556.0,3400,0.2149,168.5,196.0,0.0,1
1.2198,5184,11.9777,6.1882,1.7765,0.0294,0
553.0,4845,6.4833,101.0465,7.7442,0.0233,1
1.3844,6255,8.8174,2.7616,0.4834,0.0199,0
15.25,2381,2.4544,366.8125,29.4375,0.9375,0
0.515,5816,0.5652,0.5556,0.0,0.1111,0
91.1667,3267,1.3416,299.0833,76.5833,0.0,0
1.1129,1304,2.2408,0.125,0.0,0.75,0
7.9118,5302,19.4267,5.5745,0.8652,0.0426,0
0.9027,1690,7.1321,3.6061,0.2727,0.1818,0
535.0,5136,3.2002,167.2222,40.8222,0.0444,1
14.8333,3463,12.4457,3.178,2.1017,0.0,0
2.1673,4792,8.6129,51.4602,6.8319,0.0177,0
0.5343,2652,7.2995,2.283,1.0566,0.0755,0
2.2321,5768,4.8759,32.4026,2.987,0.0649,0
4.7232,1532,11.9207,0.62,0.12,0.36,0
0.4521,4111,4.7977,0.537,0.1296,0.7963,0
528.0,5708,0.7679,1.25,1.0,0.0833,0
8.3651,4131,1.6799,12.9474,1.1053,0.0,0
0.7028,1830,3.393,0.3529,0.0,0.1176,0
19.3333,5500,0.3985,0.3333,0.6667,0.1667,0
5.8539,1828,2.5975,283.3846,30.8462,0.5385,0
3.46,5550,2.435,14.5676,1.1351,0.027,0
0.8196,4129,4.5999,4.1346,1.8269,0.0,1
516.0,560,17.6103,15.037,4.2222,0.6667,0
0.7413,6560,9.2426,2.5482,0.3494,0.0482,0
23.2273,4011,4.6442,51.098,7.7843,0.0588,0
21.2917,2442,8.2264,1.3818,0.0909,0.0364,0
5.7955,3982,7.2463,0.8354,0.7342,0.0759,0
22.1739,3285,4.1139,15.6486,4.2162,0.0541,0
509.0,3432,2.0221,355.2105,42.7368,0.2632,0
3.1358,4333,11.4641,13.9779,2.6618,0.0294,0
1.924,5213,13.4525,20.8229,3.6458,0.0677,0
10.1,5289,4.9722,0.8472,0.3056,0.0278,0
0.6222,6366,3.4999,2.0164,0.5902,0.0328,0
7.9683,2178,8.385,1.6,1.3,0.0,1
501.0,5213,10.0193,2.6224,1.2308,0.021,0
2.9762,5103,7.2291,27.8317,3.7921,0.0,0
499.0,2926,0.0,0.0,0.0,0.0,0
0.5764,1873,7.8003,1.25,0.175,0.075,0
497.0,3464,2.636,15.04,2.68,0.0,1
2.2143,2281,2.562,2.5,0.1875,0.0,0
0.3603,4089,12.5055,0.6214,0.0786,0.0357,0
2.1336,3436,16.6892,2.3885,0.6433,0.0127,0
0.689,2595,1.2668,24.4444,31.6667,0.4444,0
491.0,3648,24.7305,1.9231,1.4332,0.332,1
1.4613,5528,2.3125,78.2571,12.7429,0.0571,0
98.2,3455,0.6343,361.3333,187.8333,0.3333,0
1.369,3720,7.1675,2.6301,0.1781,0.0548,0
486.0,3103,0.5885,19.2,39.2,0.0,1
0.6383,3156,3.2405,1.8929,0.1071,0.0,0
9.0,4391,12.7268,2.5163,0.3791,0.1046,0
5.3297,3755,3.9881,35.3902,10.4146,0.0,0
15.6129,5324,6.1058,3.9775,1.7079,0.0337,0
7.6667,2272,18.3268,0.8333,0.7719,0.0965,0
0.7188,4264,5.1395,2.5167,0.1667,0.0167,0
2.5104,5318,25.4123,2.1432,0.6892,0.0946,0
40.1667,4850,8.0581,51.2056,6.8692,0.2336,0
7.6349,2704,7.5643,25.9286,1.1071,0.375,0
31.9333,4398,8.3049,5.05,1.5,0.0,0
476.0,3421,0.7474,44.2857,40.7143,0.0,1
238.0,4638,3.1501,31.8,4.7,0.0,0
476.0,5712,3.9645,82.8871,6.0806,0.0,0
19.7917,5113,1.0715,0.6667,0.0667,0.0,1
59.25,5149,0.0,0.0,0.0,0.0,1
0.0745,3019,10.4046,0.7442,0.0116,0.0698,0
3.5414,2355,8.3752,6.8704,0.5926,0.1111,0
1.4144,1872,143.4075,0.2884,0.1578,0.2163,0
6.7286,6402,10.9541,7.8229,1.1406,0.0781,0
6.7,3316,11.896,17.9537,2.9722,0.0093,0
0.6223,908,12.8722,2.6562,0.1562,0.2188,0
0.7366,2169,8.083,2.7917,0.0417,0.25,0
2.3069,6276,1.6295,4.7143,2.3929,0.0357,0
5.1667,6446,10.936,1.3627,0.9016,0.1295,0
7.4839,6516,8.9126,14.4717,3.6101,0.1698,0
14.9032,6475,14.328,9.3937,1.4764,0.0118,0
11.55,2049,0.3565,4.0,1.5,0.0,0
12.8333,5376,11.2102,0.9212,0.4909,0.0788,0
25.6111,6340,7.9502,4.1739,0.8696,0.0072,0
1.8852,3653,9.9986,3.62,0.43,0.02,0
1.0222,993,6.253,1.2353,0.0,0.1176,0
57.25,3342,1.0929,33.3,12.6,0.1,0
2.106,4267,23.4541,2.573,0.5365,0.0584,0
456.0,6297,12.9348,21.0628,18.9686,0.009,1
1.7395,6132,48.5451,0.719,0.4883,0.0515,0
4.3654,4332,1.602,0.7368,2.0526,0.6842,0
2.1942,5218,0.77,49.4545,35.2727,0.3636,0
0.6565,5501,1.0624,1.1875,0.375,0.125,0
451.0,3877,0.8479,205.5556,86.5556,0.1111,1
4.3269,6618,4.2497,1.3377,0.3247,0.039,0
1.9522,5351,3.8225,3.375,0.7321,0.0357,0
0.6535,2118,15.3481,0.8202,0.0562,0.0449,0
4.7053,6054,1.991,158.8182,15.2424,0.0606,0
447.0,4848,5.1231,1.5588,10.9412,0.0441,0
0.6368,3160,0.6935,0.0,0.3333,1.0,0
1.0183,2581,2.2642,7.5625,0.625,0.0,1
0.2958,3346,12.1168,0.5946,0.036,0.0,1
0.7508,2097,1.7418,0.4,0.2,0.0,0
5.8553,2041,12.5269,2.8714,0.1857,0.0286,0
20.2273,5664,3.9981,8.8548,2.4355,0.0323,0
3.4496,3528,7.247,2.9571,1.6857,0.0143,0
34.1538,5498,9.7657,14.0952,4.2245,0.068,1
444.0,5425,0.202,449.6667,82.0,1.0,0
1.3899,5526,7.3367,2.8378,0.6396,0.036,0
6.4058,2559,8.7066,3.6066,0.4262,0.1639,0
88.0,5654,1.8734,2.8966,1.4138,0.0345,0
4.9326,5445,9.6595,1.4444,0.5278,0.0,0
438.0,4726,1.4684,26.2105,21.7895,0.0,0
3.0629,3472,3.7872,24.9722,2.3056,0.0,1
8.549,2075,7.569,1.5349,0.1628,0.0233,0
436.0,2350,0.3109,478.0,20.0,0.0,1
0.8286,6478,0.6766,12.75,0.8333,1.0,0
1.0535,1713,6.1835,9.9655,0.2069,0.1034,0
8.66,4115,3.2841,3.7838,0.2703,0.1081,0
1.2308,4411,14.6564,23.209,3.1808,0.0056,0
4.6452,2956,11.4913,9.8065,1.0215,0.043,0
10.2619,4807,0.9118,25.9167,9.6667,0.0833,0
143.6667,2311,5.8478,12.6216,7.4595,0.0,1
7.431,5935,4.3695,1.8169,0.6761,0.0141,0
214.0,6230,2.521,3.0233,0.9767,0.0,0
7.1,4061,13.8509,7.3766,1.8377,0.0584,0
3.4,4844,3.4685,17.8696,3.1957,0.1739,0
2.5449,4735,1.0028,19.2308,16.2308,0.0,0
11.8056,2956,3.5833,15.3793,2.6207,0.1034,0
3.2868,1544,18.9249,2.5875,0.275,0.0625,0
18.3913,5372,9.7228,5.4965,0.972,0.028,0
11.6944,3941,18.2579,0.9036,0.6396,0.0,0
421.0,4227,2.6787,4.871,5.0645,0.0,0
0.7656,3605,16.92,3.1497,0.6766,0.0659,0
17.4167,4547,1.1246,4.7143,4.0,0.0714,0
1.0504,2890,3.7915,4.6,0.1667,0.4333,0
0.678,770,9.9614,0.1905,0.0,0.8095,0
2.2063,5889,5.7061,9.6739,9.1957,0.0543,0
0.3193,2925,30.9682,0.621,0.0242,0.004,0
0.3111,2306,4.2766,3.4815,0.1852,0.037,0
4.3333,2917,19.5334,3.1154,0.6667,0.5897,0
2.1173,5239,4.1133,53.8475,20.0678,0.0678,0
0.1331,4218,10.7376,0.4274,0.2258,0.0,1
3.7054,3379,11.8904,1.3091,0.0909,0.1182,0
2.065,3210,7.0547,52.5806,6.9194,0.1613,0
0.9856,3931,8.3624,1.2556,4.6,0.1222,0
137.3333,4399,8.8012,0.9811,1.6509,0.0189,0
411.0,3123,6.6664,6.193,2.8596,0.0,1
5.3377,1082,10.4646,4.1935,0.0645,0.1613,0
19.5714,5039,1.0148,10.6429,5.6429,0.2143,0
24.1765,4022,29.4234,0.6204,0.3611,0.0432,0
8.0196,5612,4.7511,1.7671,0.1644,0.0822,0
