followers_following_ratio,account_age_days,repos_per_year,avg_stars_per_repo,avg_forks_per_repo,active_repo_ratio,churn
0.8,2289,1.4361,0.3333,0.2222,0.0,1
4.0,4593,1.3519,0.0588,0.0,0.0,1
6.0,3879,2.7307,0.0345,0.0345,0.0345,0
0.8,4346,2.8575,0.0882,0.0294,0.0,0
0.6,2115,3.972,0.1304,0.0,0.0435,0
0.2927,3583,0.0,0.0,0.0,0.0,0
6.0,3562,0.9229,1.4444,0.8889,0.0,0
1.3333,422,13.8483,0.0,0.0,0.75,0
0.4138,3688,2.8721,0.0,0.0,0.1379,0
1.5,4156,0.3515,0.0,0.0,0.0,1
416.0833,4525,23.8926,16.0878,4.348,0.0338,0
104.9783,5441,19.5346,179.3368,15.4399,0.0,0
3870.0,4823,6.3614,33.1071,19.8333,0.0238,0
49.4808,2774,33.1806,35.5357,3.4325,0.1825,0
2516.0,2469,1.4793,4.0,0.0,0.0,1
0.4916,2369,14.0303,5.8681,0.2418,0.2637,0
0.592,764,0.9562,21.5,1.5,0.5,0
381.5,3250,1.9105,43.4706,7.4118,0.0588,0
1496.0,1645,11.1018,5.18,5.8,0.0,1
1415.0,739,1054.7273,0.3941,0.2413,0.1026,1
688.0,2231,2.6195,12.6875,7.6875,0.0,0
7.5774,5139,0.2843,3618.5,617.25,0.25,0
1236.0,3547,2.3684,14.2174,12.3913,0.0,1
0.4835,1776,0.0,0.0,0.0,0.0,0
1088.0,4842,6.4119,466.9647,103.3647,0.1882,1
1082.0,2421,4.2243,75.8929,2260.0,0.0,1
261.25,3978,12.2117,1.9624,48.0301,0.0075,0
71.1429,5473,7.2076,72.6296,17.5648,0.0093,0
29.0,974,2.625,9.4286,10.1429,0.0,0
3.6617,6396,8.623,10.7351,1.7351,0.0397,0
106.8889,2711,12.934,16.6771,8.2708,0.2708,0
4.7253,5897,10.2818,44.2048,3.7349,0.0783,0
286.3333,5319,6.0429,0.875,1.3864,0.0341,0
846.0,2783,5.9059,5.2444,0.7556,0.0667,0
1.129,4743,5.5446,2.4722,2.3611,0.0,1
38.8571,5639,6.0886,5.8617,1.117,0.0213,0
5.7299,2262,7.1048,2.4545,0.7045,0.2045,0
774.0,4520,33.0503,14.5452,2.912,0.2029,0
0.4512,3681,2.6791,2.5926,0.037,0.1111,0
751.0,5731,8.094,3.9528,0.8031,0.0315,0
0.6547,2788,9.4326,1.0833,0.0417,0.125,0
39.0,4915,2.7496,7.8108,2.1351,0.1351,0
38.0556,4527,1.1296,67.8571,11.0714,0.0,1
673.0,5392,3.387,331.58,36.52,0.22,0
0.6204,5980,5.3138,0.1494,0.0,0.0345,0
5.2283,2013,16.8744,1.9785,0.2796,0.0968,0
0.614,2979,3.6782,0.8,0.1,0.0333,0
33.1579,5956,6.8684,1.6964,0.3482,0.0,0
125.2,2696,14.9026,1.4727,0.4273,0.0091,0
121.8,1245,7.6277,1.1538,0.2308,0.2308,0
606.0,3822,10.8944,6.2456,4.4035,0.1053,0
50.4167,1769,6.6071,5.125,1.0312,0.3438,0
12.3469,3442,15.1745,2.6224,1.5385,0.0,0
12.9783,4901,2.1612,12.0345,2.6207,0.3448,0
4.4211,4155,5.2744,9.6667,3.0833,0.0167,0
0.743,4291,5.7882,7.1029,1.9853,0.1324,0
0.559,5957,24.5258,15.7475,1.8675,0.0725,0
571.0,1397,13.0727,6.12,2.5,0.02,0
0.5182,2127,5.1516,0.7667,0.0,0.0333,0
0.6167,1749,5.2208,0.84,0.16,0.04,0
47.1667,4789,0.3051,602.25,170.75,0.0,1
28.05,3218,2.3835,50.9048,12.6667,0.2857,0
45.9167,1871,2.9282,0.2,0.0667,0.0,0
136.5,4905,10.1272,3.3971,1.1691,0.0074,0
545.0,5198,5.7619,6.0122,26.8902,0.1098,1
16.9355,5210,4.627,31.9091,2.8333,0.2121,0
0.6359,950,10.3808,5.2963,0.037,0.1481,0
19.1481,4591,13.127,1.3394,0.7273,0.0,0
0.9188,5628,2.9853,20.1957,2.7391,0.8696,0
25.0,5120,9.8446,0.3913,0.8841,0.0072,0
0.4097,3941,5.4681,0.322,0.1017,0.0678,0
1.0374,1593,13.7571,2.65,0.3833,0.3,0
17.1379,4658,3.9207,2.82,0.52,0.02,0
485.0,3847,2.9433,5.2258,0.6774,0.0645,0
238.5,642,11.3785,26.45,0.25,0.8,0
5.1183,2352,11.9576,12.5065,1.2338,0.0779,0
475.0,3560,0.3078,26.6667,201.6667,0.0,1
0.452,1487,10.562,3.9302,0.6744,0.0465,0
467.0,2302,20.1506,3.6378,2.0866,0.0079,0
3.3478,4168,7.3611,38.881,2.2738,0.1786,0
0.6519,475,13.8411,2.8889,0.0,0.4444,0
30.2667,6022,15.6484,1.6899,0.4574,0.093,0
41.0,2816,6.7447,1.4615,0.7885,0.0577,0
110.75,6402,3.8796,76.9559,20.5588,0.0441,0
0.6662,2450,14.4609,3.3402,0.1443,0.1443,0
0.6733,2377,3.8415,2.68,0.04,0.04,1
28.4,4382,9.4188,40.7611,11.1062,0.0442,0
0.7023,2255,3.0775,2.5263,0.3684,0.0,0
45.4444,3467,6.321,19.6,3.3667,0.0667,0
0.4405,3666,3.1882,0.375,0.0,0.0312,0
5.0506,6380,5.7822,0.505,0.2079,0.1584,0
4.3111,4995,3.7293,4.4706,1.3529,0.0,0
20.3684,6459,7.9169,1.8357,0.3786,0.0071,0
0.8362,3413,5.993,10.2143,2.8571,0.1786,0
127.3333,3347,12.4405,3.1842,1.3246,0.0351,0
0.9669,5003,5.4025,8.1892,1.9054,0.1081,0
4.3103,2992,29.5423,17.7727,1.595,0.0413,0
1.8107,3066,55.7524,0.3098,0.1453,0.0064,0
11.0303,6646,3.957,110.1389,12.1528,0.0417,0
2.5245,4932,1.9255,77.9231,12.8462,0.0,1
2.8203,5320,5.6984,1.2048,0.4217,0.0,0
3.0252,6031,5.0872,8.8214,2.5,0.0,0
350.0,3254,12.9083,10.9652,1.3652,0.1565,0
349.0,5607,3.3874,5.75,3.0385,0.2885,1
11.6552,2423,17.6369,15.9402,1.1282,0.1453,0
5.678,3763,0.9706,17.4,2.8,0.1,0
1.3162,2125,28.3606,1.4727,0.303,0.0424,0
30.2727,5648,1.8107,19.9286,4.9286,0.0714,1
3.6374,2814,4.6727,1.0556,0.4444,0.0,0
0.6846,4408,1.7401,0.7143,0.1429,0.3333,0
1.316,1693,11.2185,1.8269,0.1154,0.1731,0
12.5769,5004,8.613,0.7542,0.3136,0.1102,0
12.5385,5935,16.924,13.0582,0.9491,0.0291,0
0.5824,1219,2.9963,2.0,0.0,0.9,0
1.4771,6646,10.1122,4.6522,0.6522,0.0054,0
1.3305,4259,4.0307,1.4043,0.3404,0.1277,0
4.5652,1764,6.0047,7.8276,0.3793,0.1034,0
12.44,1820,2.6089,22.3077,5.2308,0.0,1
1.2531,5020,25.6839,4.8669,1.6289,0.1048,0
61.2,5949,0.614,7.0,2.3,0.0,0
0.9242,1852,10.8471,0.0182,0.0545,0.0545,0
148.0,6199,5.8921,0.75,0.62,0.0,0
4.0278,3714,8.0642,8.3415,1.2561,0.0488,0
22.3077,2724,13.9449,1.8365,0.2788,0.0288,0
0.7748,1153,3.1678,0.0,0.0,0.7,0
2.1729,2054,6.2238,0.3143,0.1429,0.0,1
0.7404,780,5.151,0.9091,0.1818,0.1818,0
0.136,3051,1.4366,0.9167,0.5833,0.0,0
14.35,2208,7.444,90.8,5.9556,0.4444,0
0.5686,4769,7.3525,6.8438,1.1562,0.0,0
142.5,5392,4.5385,22.2239,15.7164,0.0149,1
12.9091,6676,9.3009,5.6588,0.7706,0.0176,0
40.5714,5526,0.9914,2.6,3.0667,0.1333,0
0.9156,1142,13.7528,6.9767,1.4884,0.2326,0
56.2,4597,3.3371,9.0714,8.7619,0.0238,0
279.0,4996,3.2899,0.4444,0.3333,0.1111,0
18.5333,2565,9.683,1.4706,0.3824,0.0147,0
27.7,6331,2.3654,43.7317,7.4146,0.122,0
11.0,6002,18.4998,8.3322,1.9276,0.0526,0
2.3333,5045,6.3711,0.9091,0.5568,0.0568,0
38.8571,6532,2.9077,16.7308,3.5962,0.0192,0
30.2222,1457,4.011,36.0,27.875,0.25,0
136.0,6337,7.0318,1.459,1.2951,0.0,0
1.0675,5815,15.8914,2.0553,0.6324,0.0198,0
16.75,3797,3.3668,3.6571,1.2571,0.0,0
0.9082,194,1.8827,0.0,0.0,1.0,0
0.5019,2504,31.7989,0.1789,0.8578,0.0275,0
132.5,4724,8.1184,0.6381,0.3619,0.0286,0
1.5,2029,3.6003,0.75,0.1,0.05,0
0.8976,1619,15.1153,0.0,0.0299,0.0597,0
18.7143,5708,10.6862,2.0359,0.5449,0.0479,0
64.5,3271,3.0149,4.5556,0.5556,0.037,0
17.1333,4654,2.9823,2.1053,1.7895,0.1579,0
0.3617,4404,31.2669,0.1167,0.0106,0.0451,0
7.2571,4089,2.5904,0.1379,0.3793,0.3103,0
0.4352,5749,4.765,3.6667,0.6,0.1333,0
1.1461,1778,2.4651,1.9167,0.1667,0.0833,1
0.3109,4964,12.5086,0.4059,0.0353,0.0118,0
250.0,4109,10.5779,16.3361,5.6555,0.2773,0
0.8646,1930,7.5699,1.425,0.575,0.125,0
0.4422,1981,1.475,0.5,0.0,0.0,0
0.738,5725,6.6351,12.5192,1.3269,0.1058,0
9.037,2742,4.529,1.7941,0.7059,0.0,0
0.8873,1960,9.504,0.0784,0.0196,0.0392,0
0.2905,5415,3.8447,1.4211,0.1228,0.0351,0
3.1169,5703,5.5079,0.186,0.1977,0.0349,0
1.4182,4988,0.7323,17.8,7.9,0.1,0
8.069,2839,10.6783,0.0241,0.012,0.0843,0
5.825,4175,5.774,18.9545,2.197,0.3182,0
115.5,5993,5.668,4.2151,1.3226,0.086,0
7.9655,4113,8.7916,1.4848,0.3535,0.0303,0
2.9231,1748,10.0297,3.375,0.9583,0.25,0
6.1081,1764,7.04,7.3529,0.1765,0.2647,0
1.6917,5781,6.3181,1.06,0.28,0.03,0
4.3922,2930,9.4741,0.6974,0.0789,0.1053,0
20.1818,5564,4.1356,0.6349,0.873,0.0,0
24.3333,6006,3.5272,1.2586,0.431,0.0,0
16.6923,4696,2.2556,33.0,4.8966,0.4483,0
0.2294,2443,4.6348,0.129,0.0968,0.0645,0
0.7855,1432,12.7531,0.64,0.14,0.16,0
13.375,5915,4.0755,1.197,0.6667,0.0606,0
53.5,3468,1.5798,53.5333,5.8,0.1333,0
5.8889,4783,4.1237,11.3333,4.4074,0.0741,0
211.0,6496,4.6668,3.3976,0.4337,0.1205,0
12.2941,1911,16.4372,1.1279,0.4651,0.0698,0
209.0,3399,0.1075,420.0,224.0,1.0,1
0.3706,3668,17.0277,0.3567,0.0292,0.0585,0
1.1183,3281,0.0,0.0,0.0,0.0,1
2.4471,2155,20.6777,0.4344,0.1639,0.082,0
3.9423,2167,27.6424,0.622,0.0915,0.0976,0
0.8987,753,1.9402,0.0,0.0,0.75,0
4.8571,6326,0.6351,0.5455,0.1818,0.0909,0
203.0,2826,1.6802,39.7692,17.4615,0.6923,0
8.375,2852,10.7577,9.869,0.7024,0.2143,0
3.2951,5402,2.096,22.2581,5.9677,0.0,1
4.2553,2107,16.295,0.3936,0.0319,0.0638,0
9.9,5569,11.0841,1.2485,0.4556,0.0296,0
198.0,3795,0.1925,10.5,25.0,0.0,1
4.925,5946,2.0885,8.7353,0.8824,1.0,0
0.9206,3751,11.8796,2.3852,0.1803,0.1475,0
17.8182,5157,0.7083,0.7,0.1,0.4,0
9.3333,4254,0.8586,0.6,0.1,0.0,1
13.0,4934,4.5897,0.1613,0.1774,0.0161,0
0.4176,4140,15.6158,1.1412,0.2712,0.0621,0
194.0,1662,10.5487,1.2917,0.3333,0.1667,0
8.7727,6261,4.842,1.2048,0.3012,0.0241,0
0.6455,2135,2.224,0.3077,0.1538,0.0,1
0.3752,665,11.5342,0.4286,0.0,0.1905,0
1.3768,6424,11.2008,2.3503,0.3604,0.0,0
4.6098,3605,2.9382,3.2069,0.5862,0.1379,0
0.7402,3485,9.5374,1.0769,0.011,0.044,0
0.9894,2251,42.9992,0.3321,0.1811,0.0075,0
0.3358,2273,1.1248,1.0,0.0,1.0,0
16.5455,2969,1.4763,27.0,1.25,0.0833,0
30.1667,3823,1.0509,76.3636,1.7273,0.3636,0
30.1667,1441,10.8992,0.6279,0.1395,0.0698,1
181.0,4496,8.0426,0.6364,0.1414,0.2222,0
1.0647,1832,9.1711,0.6957,0.5652,1.0,0
60.0,1785,3.0693,43.4667,1.9333,0.5333,0
59.0,6390,6.459,0.5133,0.2832,0.0088,0
0.2859,5734,1.4651,21.8696,1.7391,0.2174,0
1.0114,2179,6.0344,0.5278,0.1944,0.1389,0
176.0,4413,6.373,13.8701,27.1818,0.3896,1
12.5,2229,3.4411,1.619,6.8095,0.0,0
1.5625,2778,5.2592,1.325,0.45,0.025,0
3.3654,5246,4.2471,1.0,0.4098,0.0164,1
4.7027,4800,3.6525,2.5417,0.7292,0.0625,0
0.7457,1869,5.8628,0.1667,0.0667,0.0,0
86.5,5390,3.1849,2.383,0.5106,0.1702,0
28.6667,5659,2.3236,4.1111,2.4167,0.0,0
171.0,1669,7.2218,9.1818,7.8182,0.0,1
10.0,4644,1.0224,3.3077,3.0,0.0,0
1.0559,566,2.5813,0.0,0.0,0.25,1
28.1667,6115,7.1676,7.2167,2.425,0.0417,0
42.25,4105,0.7118,1.0,0.375,0.125,0
7.3478,5194,3.4458,15.6327,1.6327,0.0816,0
28.0,4975,2.7898,0.5,0.2105,0.0,0
0.4541,2586,18.7851,0.2932,0.0677,0.0376,0
0.7557,1890,14.494,0.2,0.0,0.0,0
167.0,3840,4.09,11.8605,5.8372,0.093,0
4.5135,4023,5.0843,1.0893,0.4107,0.0357,0
0.6627,1567,17.0155,6.9041,0.0548,0.0137,0
2.9464,1199,21.9333,1.1667,0.1389,0.2639,0
2.619,721,10.1318,0.85,0.05,0.55,0
164.0,6229,5.8051,1.6768,0.4444,0.0909,0
1.0933,2183,2.0078,0.9167,0.3333,0.0833,0
9.6471,5580,1.9637,3.9333,0.4,0.0333,0
2.2639,2432,5.5568,2.4054,34.8919,0.027,0
1.2214,3182,3.5584,1.5806,0.1935,0.2581,0
0.8791,2034,5.028,1.3214,0.25,0.0357,0
32.0,4845,0.9046,7.5833,16.25,0.0,1
0.186,1369,28.2809,0.217,0.0283,0.1038,0
0.6867,1721,5.9425,0.4286,0.0,0.1429,0
159.0,3231,2.487,300.9545,36.7273,0.0455,0
0.7067,1895,25.4422,0.2121,0.0152,0.053,0
52.6667,4176,0.1749,0.0,0.0,0.5,0
6.5833,6117,11.5839,0.4794,0.268,0.0206,0
1.2742,1822,9.8229,1.0612,0.1837,0.0816,0
0.0893,1843,4.5582,0.3043,0.0,0.0,0
158.0,3159,1.1562,5.5,7.1,0.0,1
1.0064,1833,9.9632,0.2,0.0,0.0,1
22.2857,3579,1.939,10.0,0.8947,0.2105,0
0.6118,445,15.5949,3.0,0.0,0.0526,0
1.3805,4452,7.2197,0.6591,0.3523,0.0795,0
51.6667,3162,3.0033,14.3846,5.7692,0.0,1
1.0132,1789,5.7166,1.3929,0.0,0.0,0
6.12,5582,1.2432,199.4211,16.6316,0.2632,0
12.5,3463,4.5353,0.4186,0.1163,0.0698,1
16.6667,1905,8.628,12.6889,2.8889,0.0222,0
10.0,4877,13.93,0.0753,0.129,0.0054,0
4.2571,4149,9.5076,0.8889,0.2407,0.1204,0
1.0347,2253,15.0769,0.8925,0.2796,0.2151,0
0.8315,2977,2.8219,0.1304,0.0,0.0,0
0.6266,4069,9.2457,0.1942,0.2913,0.0291,0
1.9467,4878,0.8985,269.6667,27.3333,0.3333,0
0.5594,4821,5.9095,0.1795,0.0769,0.0256,0
0.4492,3337,2.2985,0.2381,0.0,0.0952,0
3.1522,6170,8.4653,3.1259,0.5944,0.035,0
145.0,4773,7.0402,0.9457,5.7065,0.087,0
1.7901,6026,5.0308,0.747,0.0843,0.012,0
18.0,6135,0.893,8.8,0.9333,0.0667,0
0.7619,2050,3.0289,0.3529,0.0,0.0,0
6.7619,3484,1.9919,11.5263,2.6842,0.0526,0
9.4667,1644,20.662,0.3763,0.0645,0.0,0
0.8875,1850,20.1381,0.0,0.0,0.0,1
35.5,3119,10.071,0.186,0.2558,0.2093,0
1.2261,1944,2.4425,0.3077,0.0,0.2308,0
46.6667,3172,9.6724,2.8929,0.6667,0.0119,0
0.5185,2204,3.3144,9.95,2.9,0.35,0
1.0072,2446,4.9277,10.2727,0.9091,0.1818,0
27.8,5959,3.4937,0.5439,0.3684,0.193,0
69.5,4406,2.0725,9.0,2.64,0.04,0
6.5714,5140,1.9186,2.8889,0.5926,0.037,0
4.5667,4570,4.8753,8.4754,0.7541,0.1639,0
0.1343,2087,23.6266,0.2296,0.0296,0.0,1
3.7027,5211,2.8738,4.6341,1.0,0.0732,0
12.4545,5504,0.3318,0.8,0.6,0.2,0
136.0,6198,10.4896,1.2135,0.573,0.0112,0
4.5,5660,1.2906,75.6,19.1,0.0,0
0.7105,3918,7.5511,0.2099,0.0123,0.0741,0
3.0,5560,5.2554,8.5375,2.5,0.125,0
0.4804,5815,4.2084,6.6567,1.7612,0.1493,0
4.3548,4607,3.7262,31.2766,3.0213,0.0638,0
135.0,2300,15.8804,92.51,10.83,0.73,1
0.3025,5962,0.7352,0.5,0.1667,0.1667,0
26.8,3714,1.3768,0.5,0.0,0.1429,0
0.6768,821,7.563,0.0588,0.0,0.0,1
4.2903,1747,7.3175,0.7714,0.0286,0.0286,1
0.1696,1351,30.0094,5.5135,0.2252,0.2072,0
1.2667,436,0.8377,2.0,0.0,0.0,0
7.8235,5544,3.887,24.1017,2.0508,0.0,0
1.4667,5357,4.3636,0.7344,0.0781,0.0,0
4.8889,4396,6.2315,1.0133,0.7733,0.0533,0
1.913,2221,2.4668,0.1333,0.0,1.0,0
1.2243,653,10.0681,0.0556,0.0,0.2222,0
1.5663,5826,5.8305,4.4624,0.6344,0.043,0
2.3636,1877,8.1729,0.381,0.4524,0.0952,0
129.0,1596,5.0348,14.0909,32.5909,0.5909,1
3.5833,4837,2.4919,183.7273,5.303,0.1212,0
8.6,2649,3.7228,0.0741,0.1111,0.037,0
1.0672,4677,1.64,44.381,3.4286,0.0476,0
63.5,6082,1.9818,18.2727,5.2424,0.0,0
25.4,6317,2.3706,4.0732,0.7073,0.0732,0
4.3448,5323,3.7053,1.2963,0.4815,0.0185,0
1.05,1170,6.5558,1.1905,0.0,0.0952,0
1.0504,4511,1.4574,106.7222,23.5556,0.0556,0
3.6765,4872,3.3736,1.7111,0.3556,0.1333,0
2.2321,3867,5.006,13.6792,0.6038,0.0377,0
0.6944,2680,9.8127,0.8194,0.2083,0.0972,0
0.6596,2540,12.0791,1.0595,0.3452,0.131,0
0.7848,5495,7.9763,0.8667,0.125,0.0417,0
0.1258,1372,1.8635,0.0,0.1429,0.0,1
123.0,1176,43.4821,0.9714,0.1857,0.2214,0
0.1395,4711,9.0712,0.4444,1.4615,0.0,0
20.5,3670,3.2843,1.3939,0.697,0.3939,0
15.375,5502,0.4647,267.5714,77.8571,0.0,1
8.2,6638,2.5311,1.5652,8.413,0.0652,0
0.4786,1069,5.1251,0.1333,0.2667,0.2667,0
0.8905,2264,1.452,0.1111,0.2222,0.0,1
2.8372,5765,8.4264,41.7218,4.3008,0.0301,0
9.3846,2646,0.138,0.0,0.0,0.0,1
9.3846,3471,4.1039,23.359,5.3333,0.0769,0
6.05,5400,2.8408,2.5714,0.5952,0.0,0
3.025,6172,4.3792,20.1622,3.3243,0.027,0
0.3428,5354,13.7122,0.8159,1.3483,0.0299,0
1.4815,3420,4.5923,4.4884,0.4186,0.2558,0
119.0,1083,8.0942,1.125,0.75,0.2083,0
119.0,4654,3.6886,11.3191,9.4468,0.0851,0
7.375,6109,0.2989,0.2,0.0,0.2,0
3.8065,5794,6.9974,1.0811,0.4595,0.027,0
3.9,5275,31.7819,0.0806,0.1002,0.0283,0
117.0,4018,14.7264,0.4198,1.3395,0.0432,0
4.68,5113,13.0013,2.0385,0.533,0.022,0
117.0,4876,2.3221,37.1613,23.3871,0.0323,0
13.0,5820,3.3889,5.0,0.9444,0.0,0
58.0,3331,0.5483,0.2,0.0,0.0,1
116.0,4887,4.0359,9.4815,0.8704,0.037,0
2.6364,1335,3.5567,1.9231,1.0,0.0769,0
0.4603,4071,2.871,0.125,0.0,0.0,0
0.2007,5222,9.5824,0.0073,0.0073,0.0219,0
0.5859,4500,3.409,0.3333,0.0476,0.2857,0
14.5,2339,11.5556,0.527,0.5676,0.0135,0
5.2273,4904,13.7043,0.2283,0.212,0.0543,0
0.2396,5130,4.1295,0.6897,0.431,0.0862,0
0.7325,3452,2.0104,0.6842,0.2105,0.1579,0
2.1111,6671,4.1064,5.56,1.8533,0.0667,0
3.5625,4864,5.5568,16.2568,2.0135,0.0405,0
19.0,4853,3.6879,0.7143,0.3061,0.0,0
4.1852,5691,5.7762,5.0556,2.9,0.0222,0
3.5312,6176,4.7904,1.2099,0.2593,0.0,0
0.9262,2077,3.8688,0.1818,0.0909,0.0,1
1.9483,5717,1.725,43.5926,12.9259,0.0,0
0.2393,4816,4.1713,0.2727,0.2,0.0,0
4.44,1637,29.8983,4.709,0.8582,0.0075,0
15.8571,4246,0.6882,708.0,29.5,0.125,0
5.8421,1393,12.5858,0.0417,0.0208,0.1875,0
37.0,3715,17.8938,0.044,0.044,0.0549,0
1.0777,1458,0.7515,0.6667,0.6667,0.0,0
11.1,5292,0.6902,6.3,1.7,0.1,0
1.7344,2722,5.7699,0.3488,0.0,0.0465,0
0.8284,1546,0.4725,6.0,0.0,0.5,0
1.4103,1508,22.0409,0.0879,0.033,0.022,0
0.5046,3724,1.3731,0.7857,0.0,0.9286,0
4.36,1828,6.9933,1.2571,0.0857,0.4571,0
10.9,3432,4.0441,0.2895,0.1053,0.4211,0
2.0769,2957,4.3232,1.8857,0.2286,0.1143,0
0.5654,2490,15.4021,0.0952,0.019,0.2571,0
0.7941,3589,2.7478,0.0741,0.0,0.1111,0
2.0377,5704,4.8666,0.9211,0.5263,0.0,0
0.1115,4886,136.8006,0.9443,0.0022,0.0022,1
1.8947,2811,5.7172,0.8636,0.0,0.0,1
54.0,4404,10.7817,0.4538,0.3231,0.0077,1
3.4839,4094,8.0294,5.3,1.2,0.0222,0
0.6772,3322,3.5184,0.0,0.0,0.0,1
1.597,3804,6.0491,1.2381,0.3968,0.0635,0
107.0,5078,3.956,1.4545,0.5273,0.0364,0
107.0,1983,2.7629,2.6,1.2,0.0,1
17.6667,4660,0.9406,54.1667,20.3333,0.0,0
0.1949,4424,9.9073,0.0583,0.0167,0.225,0
1.1667,3089,9.6959,0.0122,0.0854,0.061,1
2.6923,4461,7.942,0.134,0.0825,0.0928,0
1.1053,2735,3.3387,1.96,0.2,0.16,0
2.625,4499,6.4136,4.2532,1.2785,0.0127,1
0.5622,2319,59.0637,0.0667,0.0187,0.0053,0
5.4737,2902,9.6913,3.2597,0.4286,0.039,0
1.0196,2979,3.3104,0.1111,0.0,0.1481,0
1.253,4112,2.3095,6.6154,3.8077,0.0769,0
1.0196,266,4.1194,29.6667,2.0,0.6667,0
20.8,5759,2.9809,14.0,2.6383,0.0,0
103.0,850,6.0159,1.5714,0.7857,0.4286,1
3.3226,2810,7.9289,0.459,0.1967,0.0656,0
0.945,1862,10.2003,0.8846,0.0577,0.0577,0
103.0,4333,6.0692,0.6667,1.125,0.0139,0
25.75,4976,3.0095,1.4634,2.1463,0.0732,0
1.1705,6027,2.7877,0.2391,0.0435,0.1087,0
4.2917,5423,2.6941,1.375,2.25,0.025,0
3.9615,1665,1.9743,0.1111,0.0,0.0,1
10.2,5093,0.0717,9094.0,335.0,1.0,0
102.0,2099,5.2203,3.7,4.9333,0.3333,0
20.4,4134,1.5903,1.2778,0.6667,0.0556,0
1.9245,449,2.4404,0.0,0.0,0.0,0
0.7727,3783,1.6414,0.6471,0.2941,0.0588,0
6.3125,4959,15.0991,0.5024,0.6878,0.0732,0
33.6667,4449,2.545,1.8065,0.3226,0.0,0
2.8857,2891,3.5375,3.8214,0.0714,0.0,0
0.8938,5268,4.6454,0.1493,0.0597,0.0448,0
0.558,4413,15.4774,0.8663,0.1123,0.016,0
25.25,5884,2.483,1.85,0.925,0.0,0
7.2143,2786,1.7043,7.2308,1.4615,0.2308,1
1.1744,793,1.8424,0.25,0.0,0.0,1
2.2222,5395,5.6192,0.6988,0.1084,0.0,0
0.7634,1539,6.6452,0.0357,0.0714,0.25,0
0.1221,3144,4.9955,0.0,0.0465,0.0,0
0.5593,4819,22.6623,0.2475,0.1405,0.1839,0
0.3194,4724,16.546,0.0421,0.0047,0.0187,0
0.9074,664,37.4051,0.2941,0.0147,0.4118,0
0.1738,2073,6.6954,0.0263,0.0,0.0,1
1.5556,2103,8.5103,1.8571,0.2653,0.0204,0
0.6667,1890,2.1258,0.2727,0.0909,0.6364,0
97.0,1721,8.4893,0.075,0.925,0.2,1
4.2174,4580,3.6684,9.9565,0.6304,0.087,0
0.651,1239,6.7803,0.087,0.0435,0.087,0
12.125,3705,1.5773,5.375,0.75,0.0,0
13.8571,4813,2.049,3.4444,1.4815,0.037,0
5.6471,3602,1.8252,1.9444,1.1111,0.0556,0
3.5556,4982,5.4252,0.4189,0.1216,0.0676,0
0.0995,5747,5.6564,0.1798,0.0449,0.0337,0
1.2973,5969,8.6891,0.6056,0.1972,0.0986,0
2.1333,2224,12.9743,1.8608,0.4684,0.1013,0
0.4528,4962,8.097,0.2273,0.0636,0.0,0
0.5486,3626,11.1811,0.1712,0.036,0.0631,0
95.0,2538,52.0963,0.7265,0.0249,0.0,1
0.8261,862,2.5423,2.0,0.1667,0.0,1
1.4394,2887,12.1455,2.4688,0.3333,0.0833,0
2.7143,5957,7.6643,1.136,0.272,0.016,0
1.338,1615,7.6895,0.0294,0.0,0.0,0
0.6169,4311,18.9784,1.2679,0.058,0.0491,0
1.5079,4068,3.3221,6.3784,1.0811,0.0,0
0.5697,1735,11.1575,0.1509,0.0189,0.0943,0
0.4974,1420,5.1444,0.0,0.0,0.15,0
0.8785,5011,3.7174,1.6078,0.5294,0.0,0
0.6309,5416,4.8556,0.7222,0.0694,0.0,1
2.0,1865,16.0592,0.5244,0.061,0.0,1
1.0333,1978,3.8778,0.7619,0.0,0.0476,0
1.7222,5067,2.3067,7.2188,1.875,0.0938,0
93.0,1875,0.5844,13.0,1.6667,0.0,1
1.2105,3415,6.5242,1.6393,0.1475,0.0,0
1.3143,4724,8.1184,0.1238,0.0762,0.0381,0
0.902,5520,2.7129,0.1951,0.1707,0.0244,0
23.0,5355,0.9549,61.0,20.5714,0.0714,0
1.011,4071,40.374,0.0511,0.7489,0.0578,0
13.1429,4875,7.2675,0.2784,0.1031,0.0515,0
1.3143,2121,11.1934,1.1231,0.0615,0.0462,0
18.4,1847,0.1978,0.0,0.0,1.0,0
0.7077,2014,6.1661,1.7059,0.3235,0.2353,0
0.9381,6032,3.1487,0.3269,0.0962,0.0,0
1.1375,2111,5.7097,0.2121,0.1818,0.2727,1
1.5424,2685,2.8567,0.6667,0.1429,0.0,1
1.1375,3032,6.8665,1.8947,0.1579,0.1404,0
4.3333,1374,6.1141,5.3913,0.1304,0.0435,0
0.302,1528,8.1273,0.1176,0.0,0.0,0
0.7563,3167,13.8396,0.0917,0.1333,0.1167,0
30.0,3225,5.4363,0.4375,0.3542,0.0208,0
0.2695,2663,7.5437,0.2727,0.0182,0.1273,0
0.6923,1552,0.0,0.0,0.0,0.0,0
90.0,5228,0.5589,3.0,0.375,0.0,0
0.7563,1557,19.9398,0.0118,0.0,0.0,0
3.2143,1812,5.0393,1.96,0.28,0.28,0
90.0,3436,2.0197,47.2105,23.4737,0.1579,0
